zip_code,latitude,longitude,cidade
67068,37.62887883502304,-98.1236879092166,Kingman County
89148,36.084302761904766,-115.29367938095238,Spring Valley
58763,47.98241167142857,-102.49896055714285,New Town
02903,41.82124310148515,-71.40854127772278,Providence
78401,27.797078541573036,-97.39802197275282,Corpus Christi
40507,38.04449688166667,-84.495622103,Central Business District
97309,44.97798046944444,-122.97919273055555,Marion County
35481,33.38413554545454,-88.02468686363636,Reform
65276,38.85076309777778,-92.93626574,Cooper County
17084,40.68013711862745,-77.60266550294118,Brown Township
50325,41.60730132914218,-93.76419534171563,Clive
58502,46.824,-100.7791919,Bismarck
89511,39.41836229382885,-119.79224410836532,Washoe County
27608,35.81019037764128,-78.63803445257986,Raleigh
46321,41.55747383272395,-87.50539265648995,Munster
49546,42.92867030316456,-85.54921930151899,Cascade Charter Township
37228,36.190571291935484,-86.78238018064516,Nashville-Davidson
68372,40.618278941803275,-96.61787377540985,Lancaster County
22427,38.03381261858974,-77.31602062570512,Caroline County
17716,,,
24844,37.4961709,-81.804422,McDowell County
38721,32.973689921115536,-90.83042356095618,Anguilla
62298,38.330195990117645,-90.14790084729411,Waterloo
89102,36.14224322672413,-115.18902681206896,Las Vegas
82201,42.17439114528302,-105.05193519622642,Platte County
66871,38.35817999,-95.61703008181819,Coffey County
37371,35.4456123,-84.5956135,Athens
68026,,,
10314,40.603950873243306,-74.14729537492201,Richmond County
98401,,,
21224,39.287594768097215,-76.55797135686963,Baltimore
69138,40.970514539130434,-100.27710485,Lincoln County
66603,39.05526966367925,-95.67730807865566,Topeka
04101,43.65931515,-70.25709491446872,Portland
01867,42.52847366193804,-71.10897605120633,Reading
21550,39.423010574867725,-79.37860522486773,Garrett County
72201,34.74859017797357,-92.28254099207048,Little Rock
95667,38.73389632091503,-120.78749278104574,Placerville
83301,42.56421154617414,-114.46002005963061,Twin Falls
40503,38.011737835312495,-84.5273786390625,Lexington
54904,44.02864070760234,-88.60356560204679,Town of Algoma
39836,31.655814,-84.867685,Randolph County
60134,41.88325408216561,-88.326462025,Geneva
17201,39.927776083768656,-77.65369266007463,Chambersburg
98003,47.31529542668514,-122.31223662702929,Federal Way
31799,30.8111395,-84.00177495,Thomas County
19612,,,
78758,30.381031119193857,-97.70743949006719,Austin
72811,35.31502942,-93.1475597,Pope County
03766,43.64572637175141,-72.25246900772129,Lebanon
66606,39.05823144355713,-95.70814853365304,Topeka
27261,35.9746721,-80.0004436,High Point
61103,42.30010014697609,-89.08081555232067,Rockford
75231,32.87409724419411,-96.75733971611784,Dallas
98036,47.801655775250836,-122.27704646608696,Brier
45385,39.6844696207416,-83.93590899038239,Xenia
77090,30.01099758217593,-95.44429618009259,Harris County
19718,,,
40356,37.89269905221445,-84.57331744230768,Nicholasville
71109,32.471515531433504,-93.80844309758204,Shreveport
38112,35.14874319227664,-89.97618502596103,Memphis
33071,26.235594983241757,-80.24852496263736,Coral Springs
17403,39.93220460397311,-76.71021638700522,Queens Gate
90242,33.92185585504386,-118.14026057171051,Downey
32207,30.29629829792695,-81.65177149891412,Jacksonville
97401,44.07112472003781,-123.0772713828311,Eugene
98039,47.62523609331683,-122.23334524719472,Medina
23103,37.65003753557276,-77.71236829975231,Goochland County
35805,34.70999593017751,-86.61852340788954,Huntsville
03756,43.675440561538466,-72.27232093846155,Lebanon
93611,36.84015170833333,-119.7105474125,Clovis
90801,,,
44685,40.96013086263982,-81.44769712140194,Green
61761,40.511958550808515,-88.98438108289362,Normal
90048,34.06886663414634,-118.37080837317073,Los Angeles
36801,32.64837174490107,-85.39201645312025,Opelika
01201,42.453567253125,-73.2421885515625,Pittsfield
44504,41.12050664307692,-80.65287726923077,Youngstown
83712,43.60510323254336,-116.17424852416184,Boise
67204,37.75661119090909,-97.35832418181819,Wichita
46077,39.9610723624092,-86.28044302887409,Zionsville
19073,39.97452578765432,-75.45827641706609,Edgmont Township
38281,36.4224,-89.052116,Union City
55415,44.97595802477064,-93.25920971100916,Minneapolis
54956,44.18367867555031,-88.484952156761,Neenah
53211,43.084138701331895,-87.88572421191505,Shorewood
21218,39.32696114879061,-76.60377952241522,Baltimore
67846,37.986949095698925,-100.82990662674732,Finney County
11219,40.632648293523445,-73.99660948828999,Brooklyn
57105,43.52302033377581,-96.7424312641593,Sioux Falls
60514,41.791304646875,-87.955786416875,Clarendon Hills
96821,21.280186303773586,-157.77491539119495,Honolulu
67601,38.880987905978266,-99.32776106304348,Hays
06102,41.753539360000005,-72.6799955,Hartford
27012,36.0305148780531,-80.3861141838938,Clemmons
85258,33.56618558755338,-111.88313100367208,Maricopa County
22939,38.10207527446556,-78.97096755407759,Augusta County
73134,35.61375642792208,-97.57056892662338,Oklahoma City
16214,41.202828376233185,-79.37240938206278,Clarion
49228,41.82934174555555,-83.87271395222223,Blissfield
76301,33.90358301616438,-98.48916610136986,Wichita Falls
48910,42.70431019172662,-84.54384838525179,Lansing
22980,38.08915726690115,-78.91435392948908,Waynesboro
14225,42.92872756551953,-78.75971023802153,Town of Cheektowaga
48123,,,
55805,46.79850981212121,-92.09764790530302,East Hillside
33027,25.992438113965516,-80.33895924336207,Miramar
37604,36.31510901204139,-82.37950452925682,Johnson City
20307,,,
76132,32.66897318257372,-97.4189896300268,Fort Worth
40509,38.00965131303116,-84.42693512549576,Lexington
49423,42.77008392628019,-86.11087589207729,Holland
04865,44.16789736666667,-69.10374606666666,Rockport
87102,35.085932594444444,-106.64771149379085,Albuquerque
01199,42.12168632,-72.60313826000001,Springfield
90503,33.84242243699483,-118.35909992078395,Torrance
68130,41.229026292291216,-96.20424258471093,Omaha
36305,31.22175331125,-85.46841994833333,Dothan
39564,30.41242229755501,-88.76649765207823,Ocean Springs
34786,28.488536110389607,-81.56684383766233,Orange County
91607,34.17451154848485,-118.4067771060606,Los Angeles
92808,33.857190727115345,-117.74242173680217,Anaheim
91505,34.16840116113744,-118.34296755260662,Burbank
926604293,,,
90292,33.982273041791046,-118.45144576417911,Marina del Rey
34689,28.14596677182741,-82.75986078375634,Tarpon Springs
87106,35.0579997370021,-106.61291405691824,Albuquerque
90027,34.103633388495574,-118.29180436165193,Los Angeles
91201,34.168369901408454,-118.28667752676056,Glendale
911031937,,,
91604,34.1431258172043,-118.38846698817206,Los Angeles
904031942,,,
11201,40.692679662429555,-73.9916956996243,Brooklyn
902722454,,,
92602,33.73520812930446,-117.76515799198162,Lower Peters Canyon
915210001,,,
922624143,,,
200364622,,,
90278,33.8668782022113,-118.37663197674038,Redondo Beach
32803,28.55694385925926,-81.35866503121693,Orlando
910120009,,,
91521,,,
07974,40.69978834028436,-74.40301841848341,New Providence
328301000,,,
91001,34.18561828235294,-118.13771774819735,Los Angeles County
910014018,,,
32830,28.378439456645573,-81.53919489303797,Bay Lake
32804,28.572221555238098,-81.38577234095239,Orange County
91601,34.16534526818182,-118.37300120681817,Los Angeles
91403,34.155749864069264,-118.45683653896103,Los Angeles
068402207,,,
913602068,,,
358033042,,,
221532725,,,
920247272,,,
201903383,,,
222012355,,,
954769583,,,
377011796,,,
201526415,,,
22150,38.77943306614243,-77.18507029323203,Springfield
921273806,,,
019301051,,,
201201145,,,
221925546,,,
358021252,,,
211401420,,,
222051327,,,
223051208,,,
871234474,,,
222051418,,,
357639732,,,
327895206,,,
220661559,,,
921311213,,,
208172739,,,
208505441,,,
957468632,,,
37932,35.92450236860759,-84.16634993620252,Knox County
208543888,,,
222024404,,,
201483625,,,
222093605,,,
221241830,,,
221025862,,,
208155503,,,
038096022,,,
208141841,,,
201711633,,,
068105173,,,
223081355,,,
221015257,,,
60523,41.83977431929824,-87.95304876452242,Oak Brook
60175,41.947225755279504,-88.38641177531056,Campton Hills
11764,40.9429774673869,-72.98818555010128,Miller Place
60008,42.07603481169014,-88.03256462521126,Rolling Meadows
60103,41.979086457253885,-88.18561624430052,Bartlett
39047,32.380382607253885,-89.9920321792746,Rankin County
77271,,,
92014,32.95540967929484,-117.2543801781776,Del Mar Heights
92123,32.79928323120696,-117.13642937560711,San Diego
92101,32.72081536598891,-117.16208320225508,San Diego
92028,33.36419790894874,-117.22014189718031,San Diego County
92107,32.73997899841062,-117.2444812674978,San Diego
54636,43.97563689861111,-91.25572190111112,Town of Holland
12056,42.76566155568182,-74.09282299566115,Town of Duanesburg
12054,42.61587659976204,-73.8371052502323,Delmar
48168,42.40854442604422,-83.49226823390664,Northville Charter Township
20120,38.85224470484556,-77.45163656123555,Centreville
61006,41.857297462025315,-89.21820175316455,Ashton Township
48323,42.567833766159055,-83.35664787721376,West Bloomfield Township
61354,41.332663000326804,-89.12814933954249,Peru
60457,41.72429138232558,-87.82858249534884,Hickory Hills
66219,38.95486412722513,-94.76351996387434,Lenexa
19355,40.03703798549303,-75.52243910104544,Malvern
77060,29.934699083756346,-95.3995265073604,North Houston District
19805,39.74252002708934,-75.5883436092219,Elsmere
52749,41.3542594,-91.1257653590909,Fruitland
75244,32.92331223982684,-96.83776963939394,Dallas
15205,40.43879846298701,-80.08767886006494,Robinson Township
23803,37.220464858279485,-77.44622815579564,Petersburg
19035,40.04737735284552,-75.28441632845528,Lower Merion Township
19147,39.93704916571856,-75.15531027784431,South Philadelphia
08204,38.96717847711443,-74.92141339220565,Lower Township
19380,39.990517121419636,-75.59350653505342,West Goshen Township
19363,39.78343976956522,-75.968435142029,Oxford
19904,39.162220246031744,-75.56505898380952,Dover
19063,39.90723594172662,-75.39929056506794,Middletown Township
19086,39.89080091904762,-75.3705597003663,Nether Providence Township
21085,39.43233639650486,-76.35515474815534,Harford County
19350,39.76979901151592,-75.77566691123566,London Britain Township
19466,,,
19810,39.8186146506383,-75.5010706070922,New Castle County
60604,41.878273374311924,-87.62824427614679,Chicago
74135,36.096513607786264,-95.92675048106871,Tulsa
40299,38.18897212979746,-85.55924277325272,Jeffersontown
78260,29.688545223076922,-98.46804578571428,Bexar County
200012133,,,
200012140,,,
32605,29.67949526923077,-82.36838680996749,Gainesville
32091,29.934229753230767,-82.10305906215385,Starke
32607,29.643865137532806,-82.40728102414698,Alachua County
20904,39.064166635142115,-76.9834781745478,Montgomery County
70126,30.01580029797688,-90.02205837442196,New Orleans
70127,30.030852534539473,-89.98005349967106,New Orleans
70112,29.957197712867647,-90.07480871286764,New Orleans
70113,29.943992854140127,-90.08208579936306,New Orleans
20017,38.94007555000876,-76.99188306522501,Ward 5
70174,,,
30228,33.42778258921739,-84.29630592817391,Henry County
70056,29.889738332583367,-90.02921726603455,Terrytown
33556,28.126404210554565,-82.59001897602862,Hillsborough County
70802,30.444622913437758,-91.1750288823578,Downtown Development District
70764,30.26581432067308,-91.24841588894232,Iberville Parish
70002,30.01003912125033,-90.1621964593443,Metairie
70801,30.449104396969698,-91.18807097272727,Downtown Development District
70114,29.936112636173917,-90.03223984973913,New Orleans
70065,30.025381083719683,-90.25343422489615,Kenner
70117,29.969746617235188,-90.03470639640933,New Orleans
22206,38.83975436649152,-77.09094298595653,Arlington
70128,30.04919441852941,-89.95512075029411,New Orleans
70116,29.96305120944882,-90.06460856850394,New Orleans
70767,30.471817710439563,-91.25660790824176,West Baton Rouge Parish
71107,32.57484988609234,-93.8382837884572,Caddo Parish
70058,29.87175461284933,-90.0657953643815,Harvey
70189,,,
20705,39.045251147383176,-76.90903482280373,Prince George's County
94708,37.88755383703704,-122.25935608888888,Berkeley
94703,37.86206366509434,-122.27394593867925,Berkeley
94583,37.758604102469135,-121.95673383580245,San Ramon
02067,42.11425430943396,-71.1953371773585,Sharon
95818,38.55862172591876,-121.4977964647969,Land Park
94550,37.675624489130435,-121.75565469110673,Livermore
94568,37.71932632471984,-121.86055469050758,Dublin
94705,37.85560721325301,-122.25986943855422,Berkeley
93755,,,
95219,38.029237825757576,-121.36820348030302,San Joaquin County
94303,37.44028883034483,-122.11728719517241,Palo Alto
94552,37.701580987878785,-122.03577052121213,Alameda County
94549,37.90496639052632,-122.11422210842106,Lafayette
95209,38.050311041558444,-121.34473258766234,Stockton
95066,37.056494318103454,-122.0140505310345,Scotts Valley
94501,37.77169599518072,-122.25593768353414,Alameda
94609,37.833510223232324,-122.26401017777776,Oakland
94920,37.885793405,-122.46628626500001,Tiburon
95037,37.14345460225631,-121.66964260848374,Santa Clara County
90036,34.06734458923766,-118.35324804663678,Los Angeles
95204,37.971546738095235,-121.31483353333333,Stockton
94588,37.69256693911981,-121.88406377334964,Pleasanton
91107,34.15343709655172,-118.08627632660098,Pasadena
94022,37.385194852564105,-122.11217571858974,Los Altos
95031,37.394109,-121.921768,North San Jose
94702,37.87339083533835,-122.2865839368421,Berkeley
94301,37.4444514404,-122.1591379868,Palo Alto
94563,37.8849207,-122.2004857145,Orinda
94965,37.86241856206896,-122.49760718218391,Sausalito
22027,38.89521612112,-77.22152485552,Dunn Loring
94602,37.80141476982759,-122.21455078275862,Oakland
94115,37.78522245384616,-122.43453756490385,Western Addition
94595,37.88005176190477,-122.07383047619047,Walnut Creek
94710,37.871482460869565,-122.29396475603865,Berkeley
11005,40.75281363291139,-73.71393069113924,Queens
11783,40.678655070364236,-73.49093166553745,Seaford
93953,36.58953053846154,-121.94594478461538,Del Monte Forest
10920,41.15122673358849,-73.94018194556033,Congers
11542,40.865530221517744,-73.62763446934954,City of Glen Cove
11747,40.78961822508524,-73.40566757006819,Melville
11530,40.725824907777884,-73.64669995743822,Village of Garden City
11545,40.83066689633428,-73.60848352421995,Village of Old Brookville
11598,40.63336735422025,-73.71397929476268,Woodmere
20159,,,
11050,40.835230218011866,-73.69543794509966,Village of Baxter Estates
11001,40.724204343994735,-73.70636509951738,Village of Floral Park
11235,40.58627633173872,-73.9517613629017,Brooklyn
11735,40.72537250871804,-73.443385593612,South Farmingdale
11791,40.81525920688137,-73.50170747775631,Syosset
29072,33.9913064607987,-81.25233415126326,Lexington
11559,40.61436948816495,-73.7305008403299,Village of Lawrence
97702,44.04254209718935,-121.31853992426035,Bend
11754,40.88412386176873,-73.24510867798207,Kings Park
12110,42.74730663528167,-73.76453675962267,Latham
01254,42.378577025,-73.3706578,Richmond
01240,42.35657576585366,-73.28510954146341,Lenox
01226,42.46874187727273,-73.16226186363636,Dalton
11803,40.779387143753866,-73.47774457971002,Plainview
11933,40.94169270346343,-72.7504453176512,Calverton
22152,38.77376128763269,-77.22954901356361,West Springfield
12533,41.577032583237425,-73.7928370557023,Town of East Fishkill
11566,40.66851012197582,-73.55458434182644,Merrick
11771,40.867649440170084,-73.52804294434718,Oyster Bay
11733,40.93101295519404,-73.09978519903306,East Setauket
10004,40.70117170586957,-74.01357535804348,Manhattan
11731,40.86673882770875,-73.31993359514891,East Northport
11572,40.63547862858735,-73.63830384710269,Oceanside
11520,40.65189461960478,-73.58588426987346,Village of Freeport
33149,25.692129752464066,-80.16643146463039,Miami-Dade County
10962,41.0452803919,-73.96130610645,Orangeburg
02478,42.38820805869565,-71.17578797173913,Belmont
11560,40.88063314495501,-73.59188584167738,Village of Lattingtown
11703,40.734263314918955,-73.32373783551108,North Babylon
11558,40.604655856315105,-73.65433189827475,Village of Island Park
22203,38.87406947263948,-77.1175854943133,Arlington
24153,37.289238436115845,-80.07016558935264,Salem
24555,37.65159608893581,-79.46454650574324,Rockbridge County
24141,37.12479979036609,-80.5659166337187,Radford City
24017,37.29533178233996,-79.98894530022075,Roanoke
22308,38.72980389580501,-77.06050937213051,Fort Hunt
94121,37.77889094521212,-122.48887978218181,San Francisco
94904,37.95451515762712,-122.53695356101694,Marin County
97411,43.069026759375,-124.4159711,Coos County
97459,43.451973456807515,-124.22989770657277,Coos County
97495,43.29252026,-123.31340012999999,Douglas County
97440,,,
97470,43.21891379574468,-123.34155356489363,Roseburg
98102,47.63390057130829,-122.32209243870898,Seattle
80521,40.583375748952356,-105.1090761552265,Fort Collins
97465,42.7473023,-124.50055467333334,Port Orford
94123,37.79904512192982,-122.43167483903508,San Francisco
97402,44.069302318677764,-123.1683080074766,Eugene
97330,44.58193326439507,-123.27806704923451,Corvallis
11937,40.996389408957434,-72.18570260820987,Northwest Harbor
11944,41.104556903112275,-72.36743208871437,Village of Greenport
22401,38.29656571966335,-77.483522182785,Fredericksburg
10580,40.972980346713285,-73.69089062923078,City of Rye
11963,40.99422660045461,-72.31543736530757,Town of Southampton
11702,40.69122001170345,-73.32595584253963,Village of Babylon
11964,41.067325321041544,-72.33465527922938,Shelter Island
11940,40.80910189508261,-72.75654205255704,East Moriches
10536,41.2683106001345,-73.6929642878951,Town of Bedford
11901,40.934796686159636,-72.65321163115767,Riverhead
11790,40.90255129957905,-73.12534273227816,Town of Brookhaven
11960,40.80829392265886,-72.70456870668896,Remsenburg-Speonk
11738,40.837974078442514,-73.03840824234625,Farmingville
11568,40.783638925605,-73.60325028711944,Village of Old Westbury
11946,40.87396881022186,-72.51987733891276,Hampton Bays
48823,42.74239533251771,-84.46593848654217,East Lansing
49017,42.352661024635765,-85.20135041006623,Bedford Charter Township
11969,40.8827302,-72.430342,Town of Southampton
11779,40.81978051584403,-73.11707264397612,Lake Ronkonkoma
20112,38.68343189532954,-77.4450050416311,Prince William County
11957,41.1473594161572,-72.28006496480349,Orient
11787,40.85189753056094,-73.20504264319945,Smithtown
11952,40.995801243734306,-72.53893382047478,Mattituck
10169,40.7545153,-73.97583545,Manhattan
11776,40.91150052989701,-73.04915091714459,Terryville
11710,40.67661392772168,-73.53396064293653,Bellmore
11715,40.75059059783282,-73.03474984086688,Blue Point
10503,41.0244272,-73.86020785,Village of Irvington
11976,40.92454656791132,-72.347113815986,Water Mill
10538,40.93570421857838,-73.7570747204032,Village of Larchmont
11930,40.98220363612106,-72.11474600310633,Amagansett
10576,41.20540252046083,-73.56967176654378,Town of Pound Ridge
11954,41.04518808114872,-71.94534748350769,Montauk
07306,40.73262781978691,-74.06403699208524,Jersey City
11772,40.768905729025995,-73.00172120312558,East Patchogue
11942,40.84790943230114,-72.57728823173295,East Quogue
11975,40.95262052302159,-72.25076301205036,Wainscott
11932,40.94053894451689,-72.30339971120333,Bridgehampton
11978,40.81159881554307,-72.64883935530587,Village of Westhampton Beach
01720,42.478556128563504,-71.4462878757996,Acton
48201,42.34690028900616,-83.06109078258575,Detroit
11788,40.82063104949436,-73.20218658808443,Hauppauge
12159,42.64953717524704,-73.8683337222085,Town of New Scotland
12158,42.552359808666274,-73.81723416659811,Town of Bethlehem
11766,40.92940488537666,-73.01044833705686,Mount Sinai
33462,26.584299604384725,-80.07186886463931,Palm Beach County
27410,36.1142683035854,-79.88050842007823,Greensboro
11765,40.878579877960526,-73.55657269375,Village of Mill Neck
11202,,,
12047,42.77670646885085,-73.7137570140791,City of Cohoes
11782,40.7377649308744,-73.08173313628305,Sayville
70501,30.236281363981043,-92.00831695939969,Lafayette
00007,,,
70037,29.853200754041207,-90.00697830095088,Belle Chasse
70125,29.951994621130222,-90.10459247371007,New Orleans
37073,36.425378979,-86.8060483105,Greenbrier
37080,36.31683293906977,-86.90709697674419,Nashville-Davidson
37209,36.149003560418116,-86.84021287052265,Nashville-Davidson
37211,36.070759970087124,-86.72188982555663,Nashville-Davidson
04103,43.6903278250417,-70.28806600223969,Portland
46374,41.19121535090909,-86.89283824363636,Starke County
47374,39.82967969209337,-84.89014896347891,Richmond
47331,39.640223601164486,-85.15369212882095,Connersville
28691,36.2100163,-81.7829523,Watauga County
34996,27.195353329554653,-80.20709315546559,Martin County
27713,35.913314749099705,-78.92080642641811,Durham
27215,36.07044262322222,-79.46482768099999,Burlington
27701,35.99723790098005,-78.896077924547,Durham
27517,35.88268069055937,-79.02242939788653,Orange County
27106,36.13840280050865,-80.31369197436419,Winston-Salem
28607,36.210194114126395,-81.66643792981412,Boone
28697,36.142091428571426,-81.18502030259741,Wilkes County
28117,35.57685157694827,-80.88546962625904,Iredell County
28625,35.83433254719786,-80.88368830294336,Iredell County
27006,35.97359514273128,-80.43816368370044,Davie County
01983,42.63860405333334,-70.94520788666667,Topsfield
01545,42.28797282890173,-71.72675006647398,Shrewsbury
12304,42.77917121011582,-73.90344274197881,City of Schenectady
12205,42.7141116921787,-73.81912688182582,Village of Colonie
12203,42.6778961468286,-73.82977979265812,Town of Guilderland
12033,42.5425229539926,-73.7043134188789,Town of Schodack
12023,42.60764244412698,-74.14853789650793,Town of Berne
12303,42.765880262605506,-73.93623219733993,Town of Rotterdam
12309,42.79619068059011,-73.87677996803828,Town of Niskayuna
12061,42.59634404128737,-73.68396485232965,East Greenbush CDP
12208,42.656227864506015,-73.7991363904338,City of Albany
12207,42.65208193987936,-73.7520108602547,City of Albany
12070,42.971113311827956,-74.25143623413979,Town of Amsterdam
12010,42.95046918914052,-74.1813995847055,City of Amsterdam
