zip_code,latitude,longitude,cidade
73007,35.683675744099375,-97.36510140496894,Edmond
49103,41.94676749130435,-86.34962134492754,Berrien Springs
34606,28.479565800172114,-82.60529634733219,Spring Hill
66104,39.14510126521739,-94.68276848562802,Kansas City
15461,39.847074579545456,-79.90218741666666,Masontown
20738,,,
38058,35.44764063366337,-89.80906863663365,Munford
20907,,,
62244,38.19261191636364,-90.20063469454546,Monroe County
32068,30.082281683894735,-81.85908235147369,Clay County
26237,38.870103,-80.1627309,Upshur County
68726,42.176741,-98.193873,Antelope County
79852,29.409282353488372,-103.5110079,Brewster County
72631,36.46134110162162,-93.77158081081082,Carroll County
14519,43.23263898779343,-77.31617636083725,Town of Ontario
96057,41.2534957,-122.0770196,Siskiyou County
12551,,,
53951,43.4020429825,-89.87125263125,Town of Freedom
16925,41.98273175,-76.72211645,Ridgebury Township
12747,41.766355141746146,-74.66026990755685,Loch Sheldrake
62557,39.39365681981567,-89.0854733829493,Pana
78604,,,
30037,33.71243884285714,-84.0915508,DeKalb County
37871,36.04049793621622,-83.67777421027027,Knox County
42041,36.53026606509434,-88.89392772358491,Fulton County
33646,,,
28762,35.610733302389704,-82.17170476525736,McDowell County
80916,38.804390934394846,-104.74485593312477,Colorado Springs
39745,33.29336654285714,-89.41707015714286,Choctaw County
24572,37.459893836875466,-79.11546534476759,Amherst County
64098,39.4241882920904,-94.89776949152542,Weston
32722,29.0834885,-81.340626,Volusia County
01354,42.647135325,-72.49174215,Gill
24421,38.242706761808506,-79.17479586484042,Augusta County
12514,41.8679489840352,-73.76068672633563,Town of Stanford
22002,,,
04847,44.24553751641961,-69.18628966852908,Hope
07206,40.65269852881356,-74.19099523002421,Elizabeth
93245,36.276354983333334,-119.78569326666667,Kings County
76547,,,
92337,34.050816399199995,-117.46275824159999,Southwest Industrial Park
49000,,,
24280,36.9588194,-81.94253631428572,Russell County
21132,39.67723637164179,-76.39778755522389,Harford County
94067,,,
24020,37.357362325,-79.943448425,Hollins
03574,44.283382045185185,-71.68668506148147,Bethlehem
53050,43.5020455665,-88.54566046699999,Mayville
12870,43.83403064855985,-73.76823152542754,Schroon Lake
26815,38.492863,-79.364343,Pendleton County
54819,45.45138424324324,-91.28843341824324,Bruce
09702,,,
79739,31.840892207692306,-101.51926492307693,Glasscock County
15026,40.49645414736842,-80.32566640280702,Findlay Township
64658,39.71629060517241,-92.94616236206896,Marceline
24944,38.42159624,-79.8339497,Pocahontas County
36923,,,
10981,41.3158242,-74.28390576666666,Town of Chester
79843,30.306362824719102,-104.03071963820226,Marfa
65747,36.58807978288288,-93.5587610099099,Stone County
84716,37.90481873,-111.43595142999999,Boulder
56570,46.90513203561644,-95.35648782739726,Becker County
01378,42.6812912,-72.33822055,Warwick
11948,40.96801324858455,-72.55769188806427,Laurel
72927,35.13733920949153,-93.93120102067797,Booneville
49344,42.596823874,-85.56144536000001,Wayland Township
29479,33.3894559371831,-79.92266540084508,Berkeley County
12812,43.85512843529411,-74.42081428823529,Town of Indian Lake
78222,29.38150463129771,-98.40164984961831,San Antonio
59464,46.974049575,-109.6952223,Moore
32345,30.560426,-83.868249,Jefferson County
18434,41.47301258918919,-75.56679590720721,Jessup
24016,37.269741603382016,-79.95144088262875,Roanoke
05845,44.77234174240838,-72.30082813717277,Irasburg
78063,29.664334715470492,-98.92316209250399,Bandera County
08318,39.5470492757353,-75.15004833492648,Pittsgrove Township
80429,,,
23872,36.98631997132232,-77.72611668479338,McKenney
96024,40.641343,-122.924792,Trinity County
32704,28.6697767,-81.5286535,Apopka
02191,42.24690485,-70.94752216408425,Weymouth
08404,39.3632971,-74.4416304,Atlantic City
84027,40.2118082,-110.8403194,Duchesne County
75790,32.525066295652174,-95.63705766086956,Van
98417,,,
06247,41.760946818382976,-72.06905041174468,Hampton
15311,40.0428277625,-80.1792734078125,Amwell Township
04006,43.444712675977655,-70.34562273743016,Biddeford
06146,,,
46819,41.003197888774935,-85.15045333928775,Allen County
08107,39.90775346457143,-75.08440933714286,Collingswood
95372,37.99324262176871,-120.26209150394558,Tuolumne County
38135,35.23035069969605,-89.85391639331307,Bartlett
84829,,,
87317,35.580691,-108.764182,McKinley County
91357,,,
28458,34.82290622719298,-78.04259073421052,Duplin County
30086,33.797319333333334,-84.1784536,DeKalb County
07803,40.87803400361445,-74.59799465662651,Mine Hill
97118,45.556616330000004,-123.91542648,Garibaldi
47409,,,
23943,37.2411959,-78.4615973,Hampden Sydney
76636,32.177030275,-97.25647265,Covington
10096,,,
97883,45.208735190909096,-117.8663077,Union
95047,,,
23070,37.55324471,-76.3894755,Middlesex County
29040,34.01618522259887,-80.46494127118643,Sumter County
27047,36.31771249680851,-80.57976666808511,Surry County
54941,43.8408457858156,-88.97601217375886,City of Green Lake
40071,38.06323350114504,-85.36996086984733,Spencer County
22749,38.59697211111111,-78.18421831111111,Rappahannock County
84206,,,
91209,,,
36040,32.18211790568182,-86.647817275,Lowndes County
17538,40.08921511171875,-76.41200977265625,East Hempfield Township
04051,44.18317977595726,-70.89450032484417,Lovell
10203,,,
30149,34.293036,-85.1917408,Floyd County
92394,34.53557153170732,-117.33201723170731,Victorville
82944,41.112674,-110.513723,Uinta County
60472,41.64314826428571,-87.70732128785714,Robbins
64136,39.020353746511624,-94.40182535813953,Kansas City
76426,33.194782439473684,-97.80840796052631,Wise County
68113,41.12800867,-95.92310053333334,Sarpy County
40292,38.214294125,-85.759009375,Louisville
83405,43.477403,-111.9911444,Idaho Falls
69348,42.321829425,-103.104834525,Box Butte County
75422,33.13829559130435,-95.9525651021739,Hunt County
33545,28.270770446524065,-82.29919937219252,Pasco County
49224,42.25454063772563,-84.75855702310469,Albion
42171,37.04416478551724,-86.17805312689654,Warren County
64058,39.156160745595855,-94.33422164663212,Jackson County
04274,44.048667813144924,-70.38500672408807,Poland
75432,33.371121026829265,-95.68895931707317,Cooper
94696,,,
22194,,,
28073,35.19150384191176,-81.47902237867648,Cleveland County
40250,,,
33192,25.7674878,-80.4881149,Miami-Dade County
19033,39.892022482222224,-75.3288554362963,Ridley Township
48415,43.26695586176471,-83.80439973294118,Birch Run Township
01038,42.3774118,-72.60824232,Hatfield
87942,33.1169756,-107.28980966666666,Williamsburg
23457,36.62413808667421,-76.03829234047512,Virginia Beach
02164,,,
13322,42.968335210773894,-75.21654314415781,Town of Paris
14605,43.168644318915575,-77.59979044404555,City of Rochester
12541,42.14473832,-73.76774594,Town of Livingston
21661,39.137888358999994,-76.228408831,Rock Hall
02833,41.4595694,-71.7781636,Hopkinton
22342,,,
78615,30.45241423744681,-97.43671775744681,Travis County
92376,34.106454700709214,-117.38152816099291,Rialto
66533,39.14538066438896,-95.94977760696452,Rossville Township
37304,35.334789,-85.141255,Hamilton County
78852,28.700468006505293,-100.47879219576399,Eagle Pass
04358,44.41684698021296,-69.54185606202307,China
33283,25.6905208,-80.3880451,Kendall
12779,41.70725819116331,-74.62942408143176,South Fallsburg
39558,30.23877615625,-89.46425730625,Hancock County
87510,36.287417821428576,-106.41530682857143,Rio Arriba County
28618,36.21830976923077,-81.52845107197803,Watauga County
12836,43.75091198426966,-73.50875406325842,Town of Hague
72031,35.600623167010305,-92.45578139896908,Clinton
81089,37.62862455357143,-104.78317356785715,Walsenburg
27937,36.53097762448979,-76.8378928,Gates County
71033,32.44705364859155,-93.98226037147887,Greenwood
06043,41.76941147083333,-72.44041941672079,Bolton
46407,41.581849846686744,-87.3360787557229,Gary
84765,37.1371931,-113.65614265999999,Santa Clara
49448,43.082301396,-86.08724286,Crockery Township
02019,42.089617411627906,-71.46811702093024,Bellingham
53570,42.72948704987735,-89.60078282951758,Town of Mount Pleasant
80733,40.3261911,-103.5211228,Hillrose
97461,44.1095278566879,-123.45760273375797,Lane County
04263,44.28118787960242,-70.12474450708729,Leeds
48121,,,
10108,,,
55175,,,
98588,47.37251005,-123.0547555,Mason County
95712,39.134985,-120.985137,Nevada County
43431,41.385684120895526,-83.3222140164179,Gibsonburg
25717,,,
22222,,,
04252,44.0254034,-70.06169369343257,Lisbon
75283,,,
47348,40.44836344459459,-85.36060611351351,Hartford City
54621,43.658299936206895,-91.08166245517242,Town of Hamburg
55315,44.76036207120766,-93.64469357430045,Carver
44305,41.07594206612529,-81.46891887285383,Akron
11227,40.6847006,-73.9764986,Brooklyn
37929,35.962203,-83.916304,Knoxville
04047,43.750617999527854,-70.89684236893295,Parsonsfield
47036,39.35978693055556,-85.21609213888888,Franklin County
54763,45.18943655783132,-91.89631676024096,Town of Wilson
36269,33.728223675,-85.3800780625,Cleburne County
05747,43.98408708333333,-72.86037453333334,Granville
12964,44.14061306964286,-73.62887146607143,Town of Elizabethtown
23436,36.897096709030095,-76.50709104732442,Suffolk
37840,36.03394184539007,-84.35209277375887,Roane County
17103,40.27590985,-76.85547247142857,Susquehanna Township
56667,47.73229321111111,-94.93186417333334,Beltrami County
87020,35.156634891176466,-107.83555570588236,Grants
42135,36.7036746,-86.57008053333334,Simpson County
81023,38.065739245454544,-104.9876638818182,Pueblo County
78617,30.160390664646947,-97.6096556937023,Austin
49765,45.37246495935085,-84.22669174265843,North Allis Township
09265,,,
20584,,,
21226,39.222550587595215,-76.5833149867247,Baltimore
53929,43.74589422849741,-90.27956694559586,Elroy
85318,,,
55712,46.26044266428571,-92.60335998928572,Bruno Township
71220,32.80347421280846,-91.89887781175088,Morehouse Parish
32306,30.442592761538464,-84.2991635051282,Tallahassee
95002,37.42465966191176,-121.969143925,Alviso
99775,64.85875187977528,-147.8318604044944,Fairbanks North Star
12454,42.28650215131086,-74.1684926730337,Town of Windham
24248,36.624091438461534,-83.32452945384615,Lee County
69357,41.93399940625,-103.79419495,Scotts Bluff County
00729,18.367030212962963,-65.89803083055556,Barrio Pueblo
18602,41.1819259,-75.75022429500001,Bear Creek Village
16233,41.36692307051282,-79.27738017307692,Farmington Township
48888,43.298403830800005,-85.10629327999999,Douglass Township
58639,46.03125905,-102.63887626818182,Adams County
66002,39.54943384406332,-95.12759872796833,Atchison
01464,42.54126291944444,-71.65228348611112,Shirley
01537,42.173391333333335,-71.87434603333334,Auburn
16440,41.77453909444444,-80.10470927777777,Cambridge Township
17856,41.07904686521739,-76.89913714347826,White Deer Township
04555,44.09911225532591,-69.47943236510334,Nobleboro
84158,,,
81183,,,
35756,34.70063949714022,-86.81331922523063,Limestone County
71103,32.49273518699691,-93.76847405046439,Shreveport
07421,41.173929866108786,-74.37074581589958,West Milford
15120,40.39799366964286,-79.90506597539682,Munhall
97227,45.54825460691057,-122.67505364647695,Boise
12996,44.38173383129988,-73.39607902537058,Town of Willsboro
14048,42.48004846649229,-79.33067842439974,City of Dunkirk
35580,33.71070418968254,-87.27415637777779,Walker County
24002,,,
75054,32.626039975,-97.01833486666666,Grand Prairie
61748,40.61736001559633,-88.97012837981652,McLean County
63748,37.65582564210526,-89.61626415263159,Perry County
97392,43.996199625,-117.7845646875,Malheur County
23418,37.69346345128206,-75.71560103974359,Onley
01029,42.175122,-73.043752,Otis
62908,37.310678727906975,-88.86032888372094,Massac County
09123,,,
12068,42.9555959763075,-74.36826529092627,Village of Fonda
83352,43.27398029098361,-114.39076978606558,Blaine County
98596,46.49330364285714,-122.91168499047618,Lewis County
28705,36.019960125606474,-82.15803357035041,Bakersville
58656,46.903706,-102.429284,Taylor
49436,43.672652152071,-86.47739938816568,Golden Township
23919,36.57807417681159,-78.10684542850241,Mecklenburg County
40259,,,
76066,32.72414975923913,-97.98798344456522,Parker County
23140,37.46554056179283,-77.02021831135458,New Kent County
14863,42.423095625,-76.729996575,Town of Hector
47407,,,
17772,41.12271366363636,-76.69650316363636,Anthony Township
81423,38.125894825,-108.29525785,San Miguel County
27235,36.08208045714286,-80.00718915291006,Guilford County
88012,32.379442292862564,-106.75472482873955,Las Cruces
59485,47.42451,-111.517951,Ulm
35761,34.890444221576765,-86.45488598340249,Madison County
