zip_code,latitude,longitude,cidade
98204,47.89505724366197,-122.2525465774648,Snohomish County
33915,26.5320768,-81.8562595,Villas
46055,39.90177017090909,-85.91811561454546,McCordsville
46507,41.71109565968379,-85.83229349762846,Bristol
46540,41.676105902681996,-85.75831808199234,Elkhart County
46637,41.729242521307505,-86.23944054455207,Saint Joseph County
46614,41.63339596113475,-86.24703149361702,South Bend
46617,41.69002348832298,-86.24832892310559,South Bend
46176,39.52255820311688,-85.77615377935065,Shelbyville
89128,36.1937612641791,-115.25578119104479,Las Vegas
17837,40.960462848813556,-76.89726252474576,East Buffalo Township
37663,36.47222374404762,-82.49411723948413,Kingsport
29206,34.02885275986239,-80.95812942155963,Richland County
44710,40.792248739444446,-81.41333405666667,Canton
46163,39.734289338905775,-85.90607693404255,Hancock County
32115,29.2072645,-81.019338225,Daytona Beach
32169,29.013719201198548,-80.88525365199496,New Smyrna Beach
32176,29.324496914258713,-81.05924071748376,Volusia County
01741,42.51949646896552,-71.3290141,Carlisle
49505,42.995775081996435,-85.64383177326204,Grand Rapids
92782,33.7313462386423,-117.79420888768239,Tustin
30621,33.81501377027027,-83.49026375405406,Oconee County
98684,45.631647653717664,-122.52033568795963,First Place
37916,35.957783347651,-83.93257747181208,Knoxville
10467,40.87433470640521,-73.86825862685392,The Bronx
30622,33.9517050380321,-83.49205839734823,Athens-Clarke County Unified Government
76104,32.729755888235296,-97.3204880547794,Fort Worth
33466,,,
33446,26.450409672897194,-80.16578831495326,Palm Beach County
33901,26.627347822522523,-81.87109491904762,Fort Myers
29506,34.20050105528331,-79.70570223966308,Florence County
80908,38.96416231745283,-104.70267212169811,Colorado Springs
33130,25.767990087392196,-80.20527772903492,Miami
16365,41.8546141005291,-79.1473587184127,Warren
02215,42.348258926760565,-71.10262386713615,Boston
98664,45.62279597449422,-122.57796877708091,North Garrison Heights
91786,34.1053197510453,-117.65900899381532,Upland
22656,39.218453714999995,-78.0864650625,Frederick County
98195,47.65421087654321,-122.30624427469137,Seattle
52410,,,
72210,34.700036070718234,-92.46087172955801,Pulaski County
75763,32.07790299291338,-95.49295126614173,Henderson County
75706,32.44405068396226,-95.35279325849056,Smith County
78861,29.355847779320115,-99.13361944107648,Hondo
78666,29.868789707731665,-97.95263067362139,San Marcos
75840,31.72568898101266,-96.1547227107595,Fairfield
75766,31.96116929398281,-95.26540395616045,Jacksonville
56723,47.79813685,-96.7984967,Fisher
56517,47.546804,-96.533677,Beltrami
56535,47.6880563,-96.04846725,Polk County
56733,48.642818,-96.904845,Kittson County
56721,47.93199430833333,-97.01878151666666,East Grand Forks
56728,48.77224656666667,-96.94434086666666,Hallock
56510,47.29781971,-96.51578396000001,Ada
56722,47.980818,-96.649391,Polk County
56523,47.6075481,-96.8164736,Climax
58045,47.36754402857143,-97.18025096428572,Traill County
56574,47.184896,-96.75237,Norman County
55409,44.93144797988506,-93.28075942349139,Southwest
56550,47.26473221818182,-96.81068942727272,Hendrum
58243,48.507743,-97.663147,Walsh County
58223,47.5505728,-97.0183502,Traill County
56542,47.577973438095235,-95.74675232539683,Fosston
58218,47.597639,-97.103236,Traill County
56713,48.32946416666667,-96.6267227,Marshall County
56545,47.402599,-96.249293,Norman County
58233,48.221176,-97.504959,Walsh County
56581,47.456285,-96.784056,Norman County
58036,47.09741669411765,-97.02324145882352,Gardner Township
56762,48.195149666666666,-96.78144306666667,Warren
97080,45.48187622731382,-122.41925592571323,Gresham Butte
98671,45.594033027831145,-122.337080497409,Washougal River
47150,38.30825442941176,-85.82071849244952,New Albany
76108,32.7597756031457,-97.48362686109272,Fort Worth
54650,43.889871975063244,-91.2261323162732,Onalaska
94560,37.53485019548387,-122.02918286774194,Newark
90290,34.10154488360656,-118.60596727459016,Topanga
90032,34.070537728750004,-118.176605575,Los Angeles
64701,38.637783190206186,-94.34353625618557,Harrisonville
64130,39.03651189604167,-94.54292482291666,Kansas City
50703,42.51831185916149,-92.32420744114907,Waterloo
52206,41.99011984516129,-91.90667199032258,Benton County
71701,33.56407029779141,-92.83266427644172,Camden
74766,34.07228697777778,-94.9982591,McCurtain County
83335,42.5737611,-113.971802,Jerome County
83341,42.55471825,-114.362857325,Twin Falls County
33825,27.589340749086922,-81.48875774629657,Avon Park
32964,,,
27103,36.065545056243856,-80.3054381968535,Winston-Salem
27040,36.166721286842105,-80.37923677039474,Forsyth County
56258,44.446635873228345,-95.78502733503936,Marshall
50310,41.62538190031915,-93.67373672904256,Des Moines
52233,42.043791043514645,-91.68404332008367,Hiawatha
50511,43.06697446777251,-94.22331165165878,Algona
57106,43.519619467058824,-96.80290599907563,Sioux Falls
68521,40.86218322718235,-96.70877539550274,Lincoln
52002,42.50771244334204,-90.74332024360314,Dubuque
50327,41.587327383453236,-93.50652918489209,Pleasant Hill
63501,40.187223349401705,-92.58202199658119,Kirksville
50211,41.47161588327402,-93.67940071103203,Norwalk
50588,42.63443699023438,-95.19079947460938,Buena Vista County
50643,42.384387654310345,-92.4595406362069,Black Hawk County
50126,42.51452872035399,-93.2718371039823,Iowa Falls
64055,39.0505863432958,-94.40105306704197,Independence
