zip_code,latitude,longitude,cidade
957465936,,,
298016351,,,
926724369,,,
496158401,,,
282103480,,,
600452044,,,
926916863,,,
272153206,,,
284510018,,,
624792525,,,
483232205,,,
921141039,,,
740558168,,,
473028955,,,
605164938,,,
082041613,,,
730723159,,,
344704985,,,
324087094,,,
180453008,,,
920845633,,,
923733135,,,
940302508,,,
571054952,,,
328255706,,,
857499342,,,
730185140,,,
660627832,,,
054785133,,,
770244041,,,
542206055,,,
547015615,,,
605632427,,,
794533957,,,
980410981,,,
795495832,,,
441222510,,,
729163215,,,
462601589,,,
198084633,,,
949041017,,,
802233852,,,
913542141,,,
763108229,,,
105381821,,,
339505280,,,
704718526,,,
681241084,,,
806343125,,,
337734280,,,
370721614,,,
199502055,,,
984991410,,,
497169500,,,
982214215,,,
756621195,,,
150101133,,,
775652922,,,
100214944,,,
956914050,,,
450398514,,,
770964735,,,
770274141,,,
341340902,,,
951202147,,,
152132765,,,
781130100,,,
926754958,,,
026332509,,,
100280553,,,
329644000,,,
302634098,,,
493169154,,,
19039,39.8990976,-75.2900533,Glenolden
193552877,,,
750717868,,,
201212184,,,
465150961,,,
322252658,,,
172409395,,,
760496322,,,
750226472,,,
945952958,,,
752251704,,,
930070144,,,
105831126,,,
920376334,,,
170159001,,,
770772578,,,
945952447,,,
329533550,,,
802274220,,,
023243151,,,
214052006,,,
900492322,,,
300544503,,,
785023054,,,
483812209,,,
263479727,,,
750025430,,,
006220296,,,
688653313,,,
666042555,,,
981173907,,,
146151146,,,
549562918,,,
342361573,,,
559556026,,,
594041206,,,
189771156,,,
341345658,,,
506210665,,,
752296538,,,
175129717,,,
189471039,,,
707153514,,,
935392575,,,
857044919,,,
282787900,,,
731704800,,,
770561306,,,
284202802,,,
602011744,,,
521620010,,,
103052732,,,
752192931,,,
757096974,,,
950310104,,,
940221927,,,
341082842,,,
770817410,,,
347135306,,,
415022978,,,
382428624,,,
566360217,,,
926751547,,,
958644957,,,
342352610,,,
920274813,,,
705708220,,,
550571221,,,
190385324,,,
779020146,,,
805387272,,,
497409785,,,
900383168,,,
032292808,,,
070461328,,,
331090759,,,
342355170,,,
334181554,,,
984221346,,,
220034245,,,
600532008,,,
531058895,,,
170189649,,,
326532572,,,
782132600,,,
079013733,,,
430545002,,,
926776037,,,
281279115,,,
826015011,,,
894349706,,,
917307024,,,
201941044,,,
554314220,,,
197320263,,,
330405633,,,
957426521,,,
662093310,,,
980533027,,,
940866780,,,
224053107,,,
446131126,,,
100214374,,,
296504459,,,
370820653,,,
926723633,,,
890112202,,,
934203428,,,
333030490,,,
759018564,,,
337152515,,,
324466889,,,
916043624,,,
782662910,,,
672062704,,,
245514366,,,
926606995,,,
990049660,,,
902654307,,,
752054306,,,
329633710,,,
559212801,,,
329583935,,,
300407065,,,
980921592,,,
068315235,,,
730490900,,,
600478227,,,
758351049,,,
756013529,,,
473969504,,,
982738705,,,
563621263,,,
760631811,,,
761186953,,,
060193607,,,
940620026,,,
370485106,,,
752064015,,,
190732814,,,
175519759,,,
720345525,,,
372154528,,,
871247414,,,
324051630,,,
231033341,,,
114351013,,,
744509261,,,
331662830,,,
104613240,,,
077601227,,,
551231004,,,
767020393,,,
770561113,,,
250039066,,,
105793409,,,
402225936,,,
975047500,,,
341056626,,,
038421026,,,
331562361,,,
337063906,,,
367015534,,,
460324219,,,
100284318,,,
378852109,,,
600673544,,,
207062850,,,
980759600,,,
021762705,,,
286798711,,,
342888651,,,
847706111,,,
600685158,,,
410751620,,,
934203115,,,
074052247,,,
774793085,,,
481149032,,,
157656509,,,
284054038,,,
541558656,,,
926274015,,,
908034069,,,
785782855,,,
494239758,,,
180711212,,,
200151749,,,
902451948,,,
797057444,,,
374042801,,,
852622500,,,
629462804,,,
926121721,,,
601892737,,,
797076708,,,
034670059,,,
370273321,,,
640158814,,,
666112055,,,
801038818,,,
210761634,,,
902112328,,,
310367406,,,
787092948,,,
730409753,,,
553912205,,,
921781289,,,
339315150,,,
486579487,,,
921171703,,,
773862324,,,
079203746,,,
925921197,,,
482264103,,,
921191467,,,
276750997,,,
374044006,,,
760212330,,,
932151454,,,
902741259,,,
410183803,,,
836172693,,,
948051423,,,
110408545,,,
457502019,,,
336471642,,,
491270199,,,
366522107,,,
770773238,,,
074101045,,,
338306559,,,
790590428,,,
902721914,,,
956085277,,,
681321919,,,
770244216,,,
891296998,,,
077289318,,,
465269331,,,
164152030,,,
752203853,,,
752484850,,,
542351318,,,
448392104,,,
333313519,,,
385555486,,,
701254048,,,
977029649,,,
786417300,,,
481789444,,,
891177015,,,
367260008,,,
982700269,,,
334158076,,,
220313847,,,
626501073,,,
891454235,,,
088670315,,,
941312636,,,
925911910,,,
740067326,,,
234644644,,,
334146354,,,
334146160,,,
786291337,,,
914026524,,,
253644314,,,
374212556,,,
859220050,,,
840209563,,,
435287841,,,
029204013,,,
068773627,,,
532171245,,,
293228037,,,
982963935,,,
410518614,,,
228022707,,,
662131633,,,
913242134,,,
150900049,,,
984661003,,,
927081309,,,
287511986,,,
975268219,,,
296441067,,,
950664605,,,
769014831,,,
902745143,,,
601376476,,,
362076227,,,
935102318,,,
922605811,,,
926241706,,,
945234641,,,
786461959,,,
341108686,,,
080771164,,,
025430042,,,
933111559,,,
286588643,,,
945509192,,,
802101722,,,
177013931,,,
328043077,,,
363031535,,,
730131465,,,
287216349,,,
775800780,,,
322106027,,,
376640903,,,
950624411,,,
145721217,,,
676269425,,,
945683700,,,
911064434,,,
524054561,,,
927804539,,,
770692031,,,
300972329,,,
920375631,,,
953669415,,,
863034936,,,
171060772,,,
323084513,,,
774340367,,,
864137950,,,
337725719,,,
919106605,,,
028404351,,,
525568987,,,
880114056,,,
032577812,,,
770023009,,,
950602642,,,
335275933,,,
300806911,,,
774223009,,,
787386540,,,
292039265,,,
773051692,,,
890113606,,,
559340305,,,
214031316,,,
794235194,,,
329690068,,,
773569050,,,
327247361,,,
618223726,,,
852605620,,,
150101464,,,
949451736,,,
554163634,,,
737023532,,,
028404260,,,
342934278,,,
551106717,,,
531447216,,,
760497103,,,
824149601,,,
606133831,,,
303062616,,,
770402431,,,
906021935,,,
605214530,,,
710520632,,,
762628236,,,
786439303,,,
349904535,,,
301436450,,,
549419321,,,
074581761,,,
654520051,,,
562622903,,,
210710014,,,
341081933,,,
275657751,,,
494452845,,,
770402740,,,
480591324,,,
773462587,,,
809082033,,,
200034215,,,
931082737,,,
334327916,,,
740667557,,,
358064853,,,
730030004,,,
560735010,,,
956422037,,,
700015530,,,
777067716,,,
859296256,,,
571044413,,,
786334368,,,
303192808,,,
199709786,,,
026644555,,,
920674005,,,
890441524,,,
450409086,,,
